dataset,method,RMSD_within_2Å,PB_Valid,RMSD_within_2Å_and_PB_Valid,similarity,data_number
astex_diverse_set,GAABind,100.0,0.0,0.0,0.2,4
astex_diverse_set,GAABind,83.33333333333334,0.0,0.0,0.3,6
astex_diverse_set,GAABind,85.71428571428571,14.285714285714285,14.285714285714285,0.4,7
astex_diverse_set,GAABind,75.0,12.5,12.5,0.5,8
astex_diverse_set,GAABind,72.72727272727273,9.090909090909092,9.090909090909092,0.6,11
astex_diverse_set,GAABind,72.72727272727273,9.090909090909092,9.090909090909092,0.7,11
astex_diverse_set,GAABind,71.42857142857143,14.285714285714285,14.285714285714285,0.8,14
astex_diverse_set,GAABind,62.5,12.5,12.5,0.9,16
astex_diverse_set,Interformer_Energy,50.0,50.0,50.0,0.1,4
astex_diverse_set,Interformer_Energy,50.0,50.0,50.0,0.2,4
astex_diverse_set,Interformer_Energy,66.66666666666666,66.66666666666666,66.66666666666666,0.3,6
astex_diverse_set,Interformer_Energy,71.42857142857143,71.42857142857143,71.42857142857143,0.4,7
astex_diverse_set,Interformer_Energy,75.0,75.0,75.0,0.5,8
astex_diverse_set,Interformer_Energy,72.72727272727273,54.54545454545454,54.54545454545454,0.6,11
astex_diverse_set,Interformer_Energy,72.72727272727273,54.54545454545454,54.54545454545454,0.7,11
astex_diverse_set,Interformer_Energy,78.57142857142857,57.14285714285714,57.14285714285714,0.8,14
astex_diverse_set,Interformer_Energy,81.25,62.5,62.5,0.9,16
astex_diverse_set,Interformer_PoseScore,25.0,50.0,0.0,0.1,4
astex_diverse_set,Interformer_PoseScore,25.0,50.0,0.0,0.2,4
astex_diverse_set,Interformer_PoseScore,33.33333333333333,66.66666666666666,16.666666666666664,0.3,6
astex_diverse_set,Interformer_PoseScore,42.857142857142854,71.42857142857143,28.57142857142857,0.4,7
astex_diverse_set,Interformer_PoseScore,37.5,75.0,25.0,0.5,8
astex_diverse_set,Interformer_PoseScore,45.45454545454545,54.54545454545454,18.181818181818183,0.6,11
astex_diverse_set,Interformer_PoseScore,45.45454545454545,54.54545454545454,18.181818181818183,0.7,11
astex_diverse_set,Interformer_PoseScore,50.0,57.14285714285714,21.428571428571427,0.8,14
astex_diverse_set,Interformer_PoseScore,56.25,62.5,31.25,0.9,16
astex_diverse_set,KarmaDock,50.0,0.0,0.0,0.1,4
astex_diverse_set,KarmaDock,50.0,0.0,0.0,0.2,4
astex_diverse_set,KarmaDock,33.33333333333333,0.0,0.0,0.3,6
astex_diverse_set,KarmaDock,28.57142857142857,0.0,0.0,0.4,7
astex_diverse_set,KarmaDock,25.0,0.0,0.0,0.5,8
astex_diverse_set,KarmaDock,36.36363636363637,0.0,0.0,0.6,11
astex_diverse_set,KarmaDock,36.36363636363637,0.0,0.0,0.7,11
astex_diverse_set,KarmaDock,42.857142857142854,0.0,0.0,0.8,14
astex_diverse_set,KarmaDock,43.75,0.0,0.0,0.9,16
astex_diverse_set,KarmaDock_align,25.0,0.0,0.0,0.1,4
astex_diverse_set,KarmaDock_align,25.0,0.0,0.0,0.2,4
astex_diverse_set,KarmaDock_align,16.666666666666664,0.0,0.0,0.3,6
astex_diverse_set,KarmaDock_align,14.285714285714285,14.285714285714285,0.0,0.4,7
astex_diverse_set,KarmaDock_align,12.5,12.5,0.0,0.5,8
astex_diverse_set,KarmaDock_align,18.181818181818183,9.090909090909092,0.0,0.6,11
